1,1,120.75,332.7,134.85,60.5,1,1,1.0
1,2,208.5,250.8,95.19999999999999,40.50999999999999,1,1,1.0
1,3,731.41,266.46,74.34000000000003,38.43000000000001,1,1,1.0
2,1,99.87,336.46,134.85,60.5,1,1,1.0
2,2,208.48,250.84,95.22999999999999,40.48999999999998,1,1,1.0
2,3,719.28,267.81,74.33000000000004,38.420000000000016,1,1,1.0
3,1,73.98,340.2,141.51999999999998,61.400000000000034,1,1,1.0
3,2,208.46,250.88,95.26000000000002,40.47000000000003,1,1,1.0
3,3,707.17,271.15,74.33000000000004,38.43000000000001,1,1,1.0
4,1,47.4,344.1,144.9,63.48999999999995,1,1,1.0
4,2,208.43,250.92,95.31,40.440000000000026,1,1,1.0
4,3,692.29,270.7,76.21000000000004,40.5,1,1,1.0
5,1,23.72,347.0,144.9,63.49000000000001,1,1,1.0
5,2,208.41,250.95,95.34,40.43000000000001,1,1,1.0
5,3,679.72,273.6,76.22000000000003,40.5,1,1,1.0
6,1,0.0,351.83,145.91,63.49000000000001,1,1,1.0
6,2,208.39,250.99,95.37,40.40999999999997,1,1,1.0
6,3,665.23,275.05,76.21000000000004,40.5,1,1,1.0
7,1,0.0,357.15,125.1,63.48000000000002,1,1,1.0
7,2,208.37,251.03,95.39999999999998,40.380000000000024,1,1,1.0
7,3,648.2,277.95,82.69999999999993,40.5,1,1,1.0
8,1,0.0,357.9,100.2,69.60000000000002,1,1,1.0
8,2,208.35,251.06,95.44000000000003,40.370000000000005,1,1,1.0
8,3,636.07,278.49,79.5,41.81,1,1,1.0
9,1,0.0,362.6,78.9,58.39999999999998,1,1,1.0
9,2,208.32,251.1,95.48000000000002,40.349999999999994,1,1,1.0
9,3,620.38,281.15,82.21000000000004,41.81,1,1,1.0
10,1,0.0,362.6,52.2,58.39999999999998,1,1,1.0
10,2,208.3,251.14,95.50999999999999,40.33000000000004,1,1,1.0
10,3,604.21,281.15,84.68999999999994,44.950000000000045,1,1,1.0
11,1,0.0,370.68,28.0,58.39999999999998,1,1,1.0
11,2,208.28,251.18,95.53999999999999,40.30000000000001,1,1,1.0
