1,1,53.17,60.56,121.19000000000001,59.239999999999995,1,1,1.0
1,2,313.8,0.0,396.49999999999994,112.43,1,1,1.0
1,3,96.52,0.0,222.5,62.82,1,1,1.0
2,1,35.3,56.8,117.60000000000001,56.5,1,1,1.0
2,2,312.2,0.0,398.00000000000006,112.43,1,1,1.0
2,3,96.52,0.0,222.19,62.82,1,1,1.0
3,1,19.0,54.4,113.4,53.699999999999996,1,1,1.0
3,2,312.4,0.0,397.1,112.43,1,1,1.0
3,3,96.52,0.0,221.88,62.82,1,1,1.0
4,1,3.6,52.11,108.5,51.69,1,1,1.0
4,2,312.0,0.0,396.5,112.43,1,1,1.0
4,3,96.52,0.0,221.38,62.82,1,1,1.0
5,1,0.0,49.7,92.7,53.8,1,1,1.0
5,2,311.9,0.0,394.9,112.43,1,1,1.0
5,3,96.52,0.0,220.88,62.82,1,1,1.0
6,1,0.0,46.5,75.7,49.599999999999994,1,1,1.0
6,2,310.5,0.0,395.70000000000005,112.43,1,1,1.0
6,3,96.52,0.0,220.28000000000003,62.82,1,1,1.0
7,1,0.0,43.62,57.4,46.48,1,1,1.0
7,2,309.9,0.0,396.0,111.6,1,1,1.0
7,3,96.52,0.0,219.48000000000002,62.82,1,1,1.0
8,1,0.0,42.18,41.2,44.32,1,1,1.0
8,2,309.9,0.0,394.9,111.6,1,1,1.0
8,3,96.52,0.0,219.25,62.82,1,1,1.0
9,1,0.0,44.5,24.8,36.0,1,1,1.0
9,2,309.9,0.0,394.4,111.6,1,1,1.0
9,3,96.52,0.0,219.01,62.82,1,1,1.0
10,1,0.0,48.8,12.1,25.5,1,1,1.0
10,2,309.9,0.0,394.0,111.6,1,1,1.0
10,3,96.52,0.0,218.78000000000003,62.82,1,1,1.0
10,4,914.17,193.95,45.83000000000004,66.69,1,1,1.0
11,2,309.9,0.0,393.6,111.6,1,1,1.0
11,3,96.52,0.0,218.38,62.82,1,1,1.0
11,4,870.2,187.6,89.79999999999995,81.50000000000003,1,1,1.0
12,2,309.9,0.0,393.5,111.6,1,1,1.0
12,3,96.52,0.0,217.98000000000002,62.82,1,1,1.0
12,4,823.7,172.7,136.29999999999995,91.80000000000001,1,1,1.0
13,2,309.9,0.0,393.4,111.6,1,1,1.0
13,3,96.52,0.0,217.58000000000004,62.82,1,1,1.0
13,4,779.24,158.7,180.76,103.80000000000001,1,1,1.0
14,2,308.4,0.0,394.30000000000007,111.6,1,1,1.0
14,3,96.52,0.0,217.60000000000002,62.82,1,1,1.0
14,4,736.0,151.4,224.0,120.9,1,1,1.0
14,5,0.0,181.1,15.7,42.30000000000001,1,1,1.0
15,2,309.15,0.0,393.55000000000007,111.6,1,1,1.0
15,3,96.52,0.0,217.61,62.82,1,1,1.0
15,4,695.4,144.1,264.6,116.50000000000003,1,1,1.0
15,5,0.0,164.2,32.9,74.9,1,1,1.0
16,2,309.9,0.0,392.80000000000007,111.6,1,1,1.0
16,3,96.52,0.0,217.63,62.82,1,1,1.0
16,4,655.1,136.9,273.9,114.6,1,1,1.0
16,5,0.0,166.9,52.5,85.6,1,1,1.0
17,2,309.9,0.0,392.65,111.6,1,1,1.0
17,3,96.52,0.0,217.65000000000003,62.82,1,1,1.0
17,4,618.9,129.45,262.05000000000007,111.10000000000002,1,1,1.0
17,5,0.0,164.2,72.7,101.19999999999999,1,1,1.0
18,2,309.9,0.0,392.5,111.6,1,1,1.0
18,3,96.52,0.0,217.66000000000003,62.82,1,1,1.0
18,4,582.7,122.0,250.19999999999993,107.6,1,1,1.0
18,5,0.0,166.9,93.2,114.20000000000002,1,1,1.0
19,2,309.9,0.0,392.77,111.2,1,1,1.0
19,3,96.52,0.0,217.68,62.82,1,1,1.0
19,4,549.1,116.0,246.19999999999993,104.19999999999999,1,1,1.0
19,5,0.0,172.1,115.7,120.4,1,1,1.0
20,2,309.9,0.0,393.03,110.8,1,1,1.0
20,3,96.52,0.0,217.70000000000005,62.82,1,1,1.0
20,4,516.2,111.3,235.0,99.8,1,1,1.0
20,5,0.0,180.2,140.2,125.80000000000001,1,1,1.0
21,2,309.9,0.0,393.30000000000007,110.9,1,1,1.0
21,3,96.52,0.0,217.71000000000004,62.82,1,1,1.0
21,4,483.4,107.12,226.80000000000007,95.47999999999999,1,1,1.0
21,5,0.39,188.0,166.71,132.10000000000002,1,1,1.0
22,2,309.9,0.0,393.30000000000007,110.9,1,1,1.0
22,3,96.52,0.0,217.73000000000002,62.82,1,1,1.0
22,4,455.6,103.5,219.60000000000002,91.80000000000001,1,1,1.0
